,温度(室外),湿度(室外),气压(室外),湿度(室内),气压(室内),temperature
535,13.0,88.0,995.0,82.0,994.7,14.0
536,13.1,88.0,995.2,83.0,994.7,13.9
537,13.1,88.0,978.8,83.0,994.5,13.9
538,13.2,88.0,994.7,83.0,994.7,13.9
539,13.3,88.0,994.4,83.0,994.5,13.9
540,13.3,87.0,994.2,83.0,994.7,13.9
541,13.4,87.0,995.8,83.0,994.5,13.9
542,13.4,87.0,995.8,83.0,994.5,13.9
543,13.4,87.0,995.4,83.0,994.5,13.9
544,13.4,87.0,995.3,83.0,994.5,13.9
545,13.5,87.0,995.3,83.0,994.7,13.9
546,13.5,87.0,994.5,83.0,994.5,13.9
547,13.6,87.0,995.0,83.0,994.7,13.8
548,13.5,86.0,978.9,83.0,994.5,13.8
549,13.5,86.0,994.5,83.0,994.5,13.8
550,13.5,86.0,994.6,83.0,994.8,13.7
551,13.5,86.0,994.6,83.0,994.6,13.8
552,13.5,86.0,994.6,83.0,994.8,13.8
553,13.5,86.0,994.6,83.0,994.7,13.8
554,13.5,86.0,994.6,83.0,994.6,13.8
555,13.5,86.0,994.6,83.0,994.6,13.8
556,13.5,86.0,994.6,83.0,994.7,13.9
557,13.5,86.0,994.6,83.0,994.8,13.9
558,13.5,86.0,994.6,83.0,994.6,13.9
559,13.5,86.0,994.6,83.0,994.3,13.9
560,13.5,86.0,994.6,83.0,994.5,13.9
561,13.5,86.0,994.6,83.0,994.3,13.9
562,13.5,86.0,994.6,83.0,994.5,13.9
563,13.5,86.0,994.6,83.0,994.1,13.9
564,13.5,86.0,994.6,83.0,994.1,13.9
565,13.5,86.0,994.6,83.0,994.0,14.0
566,13.5,86.0,994.6,83.0,994.0,14.0
567,13.5,86.0,994.6,83.0,994.0,14.0
568,13.5,86.0,994.6,83.0,994.1,14.0
569,13.5,86.0,994.6,83.0,993.6,14.0
570,13.5,86.0,994.6,83.0,993.6,14.1
571,13.5,86.0,994.6,83.0,980.0,14.1
572,13.5,86.0,994.6,83.0,993.6,14.1
573,13.5,86.0,994.6,82.0,993.4,14.1
574,13.7,83.0,995.3,82.0,993.7,14.1
575,13.7,83.0,995.2,82.0,993.7,14.1
576,13.7,82.0,995.5,82.0,993.7,14.1
577,13.8,82.0,995.4,81.0,993.4,14.2
578,13.8,82.0,994.8,81.0,993.3,14.2
579,13.9,82.0,995.1,81.0,993.0,14.2
580,14.0,82.0,994.9,81.0,993.0,14.2
581,13.9,82.0,994.8,81.0,993.0,14.2
582,13.9,81.0,994.3,81.0,993.0,14.2
583,13.8,83.0,994.1,81.0,994.8,14.3
584,13.9,83.0,994.2,81.0,994.7,14.3
585,13.9,85.0,994.3,81.0,994.7,14.3
586,14.0,84.0,994.1,81.0,994.6,14.3
587,14.0,85.0,994.4,81.0,994.3,14.4
588,14.0,84.0,994.0,81.0,994.3,14.4
589,14.1,84.0,993.4,81.0,994.0,14.4
590,14.0,84.0,993.4,81.0,994.0,14.4
591,14.0,84.0,993.4,81.0,994.2,14.4
592,14.0,84.0,993.4,81.0,994.1,14.4
593,14.0,84.0,993.4,81.0,993.6,14.4
594,14.0,84.0,993.4,81.0,993.9,14.4
595,14.0,84.0,993.4,81.0,993.7,14.4
596,14.0,84.0,993.4,81.0,993.8,14.4
597,14.0,84.0,993.4,81.0,993.5,14.4
598,14.0,84.0,993.4,80.0,993.2,14.4
599,14.1,84.0,994.4,80.0,993.4,14.4
600,14.1,84.0,994.9,81.0,993.3,14.4
601,14.1,84.0,994.6,81.0,993.4,14.4
602,14.1,84.0,994.3,81.0,993.1,14.4
603,14.1,84.0,994.2,81.0,993.0,14.5
604,14.1,84.0,994.0,81.0,993.0,14.5
605,14.1,84.0,994.2,81.0,993.0,14.5
606,14.2,84.0,994.4,81.0,993.2,14.5
607,14.1,84.0,994.5,81.0,993.0,14.5
608,14.2,85.0,994.5,81.0,992.6,14.6
609,14.1,85.0,994.3,81.0,992.6,14.6
610,14.2,85.0,994.1,81.0,994.5,14.6
611,14.2,85.0,994.1,81.0,994.2,14.6
612,14.2,85.0,993.9,81.0,994.4,14.6
613,14.2,84.0,993.8,81.0,994.1,14.6
614,14.1,84.0,993.4,81.0,994.3,14.6
615,14.2,85.0,994.1,82.0,994.3,14.6
616,14.2,85.0,993.4,82.0,994.3,14.6
617,14.3,84.0,993.5,82.0,994.0,14.6
618,14.3,84.0,993.7,82.0,994.0,14.6
619,14.3,84.0,993.2,82.0,993.8,14.6
620,14.3,84.0,993.2,82.0,993.8,14.6
621,14.3,84.0,993.7,82.0,993.9,14.6
622,14.2,83.0,994.9,81.0,993.7,14.6
623,14.2,84.0,994.9,81.0,993.7,14.6
624,14.2,84.0,993.0,81.0,993.6,14.6
625,14.2,85.0,993.4,81.0,993.4,14.6
626,14.2,84.0,994.6,81.0,993.5,14.6
627,15.0,81.0,993.1,79.0,992.1,15.4
628,15.0,81.0,993.1,79.0,992.1,15.4
629,14.7,83.0,993.0,79.0,992.2,15.5
630,14.8,83.0,992.4,79.0,992.1,15.5
631,14.9,83.0,992.7,79.0,992.0,15.4
632,15.0,83.0,992.2,79.0,992.0,15.5
633,15.0,82.0,994.1,79.0,991.7,15.5
634,14.9,83.0,993.7,79.0,992.1,15.5
635,15.0,82.0,993.6,79.0,991.9,15.5
636,15.0,82.0,993.3,79.0,991.6,15.5
637,15.0,82.0,993.7,79.0,991.8,15.5
638,15.2,82.0,993.5,79.0,991.8,15.6
639,15.2,82.0,993.1,79.0,991.7,15.6
640,15.2,82.0,992.8,79.0,991.7,15.6
641,15.1,82.0,993.3,79.0,991.5,15.6
642,15.1,82.0,993.0,79.0,991.5,15.6
643,15.1,82.0,992.8,78.0,991.7,15.6
644,15.1,82.0,992.9,78.0,991.5,15.6
645,15.1,82.0,992.8,78.0,991.5,15.6
646,15.1,82.0,992.8,79.0,991.2,15.6
647,15.2,82.0,993.0,79.0,991.2,15.6
648,15.2,82.0,992.4,79.0,991.5,15.6
649,15.1,82.0,992.3,79.0,991.5,15.6
650,15.1,82.0,992.7,79.0,991.5,15.6
651,15.0,82.0,992.4,79.0,991.7,15.6
652,14.9,83.0,992.6,79.0,991.5,15.6
653,15.0,83.0,993.4,79.0,991.5,15.6
654,14.9,83.0,993.3,79.0,991.5,15.6
655,14.9,83.0,993.5,79.0,991.7,15.6
656,15.0,83.0,993.2,79.0,991.7,15.6
657,15.1,82.0,992.7,79.0,991.7,15.6
658,15.0,82.0,992.9,79.0,991.5,15.6
659,14.9,82.0,993.5,79.0,991.7,15.6
660,14.9,83.0,993.5,79.0,991.7,15.5
661,14.9,83.0,993.2,79.0,991.7,15.5
662,14.9,83.0,993.3,79.0,992.0,15.5
663,14.9,83.0,993.7,79.0,992.1,15.5
664,14.9,83.0,993.9,79.0,992.1,15.4
665,14.8,83.0,994.0,79.0,992.1,15.4
666,14.8,83.0,994.3,79.0,992.4,15.4
667,14.8,83.0,994.1,79.0,992.4,15.4
668,14.9,83.0,994.4,79.0,992.5,15.4
669,14.9,83.0,992.4,79.0,992.5,15.4
670,14.9,83.0,994.3,79.0,992.5,15.4
671,14.9,83.0,992.0,79.0,992.3,15.5
672,14.9,83.0,993.9,79.0,992.2,15.5
673,14.9,83.0,994.2,79.0,992.3,15.5
674,15.0,83.0,994.2,79.0,992.2,15.5
675,15.0,83.0,993.9,79.0,992.2,15.5
676,15.0,83.0,994.1,79.0,992.2,15.5
677,14.9,83.0,993.9,79.0,992.1,15.5
678,14.8,83.0,994.0,79.0,992.1,15.5
679,14.8,84.0,994.1,79.0,992.2,15.5
680,14.7,84.0,992.7,79.0,992.3,15.5
681,14.7,84.0,992.2,79.0,992.3,15.4
682,14.7,84.0,992.4,79.0,992.5,15.4
683,14.6,84.0,992.6,80.0,992.5,15.3
684,14.6,85.0,992.7,80.0,992.5,15.3
685,14.7,81.0,994.1,79.0,993.2,14.9
686,14.7,81.0,994.1,79.0,992.9,15.0
687,14.7,81.0,994.1,78.0,993.2,15.0
688,14.7,81.0,994.1,78.0,992.9,15.0
689,14.7,81.0,994.1,78.0,992.9,14.9
690,14.7,81.0,994.1,78.0,992.7,14.9
691,14.7,81.0,994.1,78.0,992.7,14.9
692,14.7,81.0,994.1,78.0,992.9,15.0
693,14.7,81.0,994.1,78.0,992.7,15.0
694,14.9,79.0,993.3,78.0,992.9,15.0
695,14.8,80.0,993.2,78.0,992.6,15.0
696,14.8,80.0,993.2,78.0,992.6,15.0
697,14.8,79.0,993.1,77.0,992.5,15.0
698,14.8,80.0,993.1,77.0,992.5,15.0
699,14.8,80.0,992.8,77.0,992.5,15.0
700,14.8,79.0,993.0,77.0,992.5,15.0
701,14.8,79.0,992.8,77.0,992.5,15.0
702,14.8,80.0,992.9,77.0,992.5,15.0
703,14.8,80.0,993.0,77.0,992.3,15.0
704,14.8,80.0,992.6,77.0,992.5,14.9
705,14.8,79.0,992.3,77.0,992.3,14.9
706,14.7,79.0,992.7,77.0,992.3,14.9
707,14.7,79.0,992.9,77.0,992.3,14.9
708,14.7,79.0,993.3,77.0,992.3,15.0
709,14.7,80.0,992.9,77.0,992.3,15.0
710,14.7,79.0,993.0,77.0,992.3,15.0
711,14.7,79.0,993.3,77.0,992.3,15.0
712,14.7,79.0,993.3,77.0,992.3,15.0
713,14.7,80.0,993.5,77.0,992.3,15.0
714,14.7,79.0,993.0,77.0,992.3,15.0
715,14.7,80.0,993.5,77.0,992.3,15.0
716,14.7,79.0,993.2,77.0,992.3,15.0
717,14.6,79.0,993.3,77.0,992.3,15.1
718,14.7,79.0,993.7,77.0,992.3,15.1
719,14.6,79.0,993.2,76.0,991.9,15.0
720,14.6,79.0,993.2,76.0,992.1,15.0
721,14.6,79.0,993.4,76.0,992.1,14.9
722,14.6,80.0,993.5,76.0,992.3,14.9
723,14.6,80.0,993.4,76.0,992.1,14.9
724,14.6,80.0,993.6,77.0,992.1,14.9
725,14.6,80.0,991.7,77.0,992.1,15.0
726,14.6,80.0,993.9,77.0,992.3,15.0
727,14.6,80.0,992.1,77.0,992.1,15.0
728,14.6,80.0,994.1,77.0,992.1,15.0
729,14.6,80.0,992.2,77.0,992.1,15.0
730,14.6,80.0,992.2,77.0,992.2,15.0
731,14.7,80.0,991.8,77.0,992.2,15.0
732,14.5,80.0,991.9,77.0,992.2,14.9
733,14.5,80.0,991.9,77.0,992.2,14.9
734,14.5,81.0,992.1,77.0,992.2,14.9
735,14.5,81.0,992.3,77.0,992.2,14.9
736,14.5,81.0,992.1,77.0,992.2,14.9
737,14.5,81.0,992.1,77.0,992.2,14.9
738,14.5,81.0,992.0,77.0,992.2,14.9
739,14.5,82.0,992.2,78.0,992.2,14.9
740,14.5,81.0,992.8,78.0,992.2,14.9
741,14.4,81.0,992.5,78.0,992.2,14.9
742,14.3,81.0,992.8,78.0,992.2,14.9
743,14.3,82.0,992.9,78.0,992.3,14.9
744,14.3,82.0,993.2,78.0,992.2,14.8
745,14.4,82.0,993.0,78.0,992.4,14.8
746,14.4,81.0,993.0,78.0,992.2,14.9
747,14.3,82.0,992.5,78.0,992.4,14.9
748,14.2,83.0,993.0,78.0,992.5,14.8
749,14.1,84.0,993.0,79.0,992.5,14.8
750,14.1,84.0,991.5,79.0,992.6,14.8
751,14.1,84.0,991.8,79.0,991.0,14.8
752,14.1,84.0,992.2,79.0,990.8,14.7
753,14.1,84.0,991.9,79.0,991.0,14.7
754,14.1,84.0,992.2,79.0,990.6,14.8
755,14.1,85.0,992.4,79.0,990.9,14.8
756,14.1,84.0,992.0,79.0,990.6,14.8
757,14.1,84.0,980.6,80.0,990.8,14.8
758,14.1,84.0,992.1,79.0,990.8,14.8
759,14.0,84.0,992.5,79.0,990.5,14.8
760,14.0,84.0,992.4,79.0,990.6,14.8
761,14.0,84.0,992.7,79.0,990.6,14.9
762,14.0,84.0,992.3,79.0,990.8,14.8
763,14.1,84.0,992.8,79.0,990.5,14.8
764,14.1,84.0,992.4,79.0,990.3,14.7
765,14.1,84.0,992.2,79.0,990.4,14.7
766,14.1,84.0,991.9,79.0,990.6,14.7
767,14.1,84.0,992.4,79.0,990.6,14.8
768,14.1,85.0,992.4,79.0,990.6,14.7
769,14.1,84.0,992.6,80.0,990.6,14.7
770,14.1,85.0,992.1,80.0,990.7,14.6
771,14.0,84.0,993.3,80.0,991.0,14.6
772,14.0,85.0,992.3,80.0,991.0,14.6
773,14.1,85.0,992.6,80.0,991.0,14.6
774,14.1,85.0,992.6,80.0,990.8,14.6
775,14.1,84.0,992.6,80.0,991.0,14.6
776,14.1,84.0,992.6,80.0,991.1,14.7
777,14.1,84.0,992.6,81.0,991.1,14.6
778,14.1,84.0,992.6,81.0,990.9,14.6
779,14.1,84.0,992.6,81.0,990.9,14.6
780,14.1,84.0,992.6,81.0,990.9,14.6
781,14.1,84.0,992.6,81.0,991.0,14.6
782,14.1,84.0,992.6,81.0,991.0,14.6
783,14.0,84.0,992.5,81.0,991.0,14.7
784,14.0,84.0,993.1,81.0,991.1,14.7
785,14.0,84.0,992.7,81.0,991.0,14.7
786,14.0,83.0,993.2,81.0,991.0,14.7
787,14.0,83.0,992.7,81.0,990.8,14.7
788,14.1,83.0,992.8,81.0,991.0,14.7
789,14.1,84.0,992.3,81.0,990.8,14.7
790,14.0,84.0,992.8,80.0,990.9,14.7
791,14.0,84.0,992.6,80.0,991.0,14.7
792,14.0,84.0,992.2,80.0,990.7,14.7
793,14.0,84.0,992.3,80.0,990.7,14.7
794,14.0,84.0,993.0,80.0,990.7,14.7
795,14.0,85.0,992.8,80.0,990.7,14.8
796,14.0,85.0,992.5,80.0,990.7,14.7
797,14.0,85.0,980.7,80.0,990.7,14.7
798,14.0,85.0,992.8,80.0,990.7,14.7
799,14.0,86.0,992.3,80.0,990.7,14.7
800,14.0,86.0,992.2,80.0,990.7,14.7
801,14.0,85.0,992.5,80.0,990.5,14.7
802,14.0,85.0,992.5,80.0,990.7,14.6
803,13.9,85.0,992.8,80.0,990.7,14.6
804,13.8,85.0,992.6,80.0,990.7,14.6
805,13.8,85.0,990.4,80.0,990.9,14.6
806,13.7,85.0,991.2,80.0,990.8,14.6
807,13.7,86.0,991.1,80.0,990.8,14.6
808,13.7,86.0,991.5,80.0,990.9,14.6
809,13.7,86.0,991.5,80.0,991.1,14.6
810,13.7,87.0,991.8,80.0,991.4,14.6
811,13.7,87.0,991.5,81.0,991.1,14.6
812,13.7,87.0,991.9,81.0,991.1,14.6
813,13.7,87.0,991.7,81.0,991.1,14.6
814,13.8,86.0,991.9,81.0,990.9,14.6
815,13.8,86.0,992.2,81.0,991.2,14.6
816,13.8,86.0,991.6,81.0,991.2,14.6
817,13.8,86.0,992.4,82.0,991.1,14.6
818,13.8,86.0,992.4,81.0,991.1,14.6
819,13.8,86.0,992.3,81.0,991.1,14.6
820,13.8,86.0,992.1,81.0,991.5,14.5
821,13.8,86.0,992.3,81.0,991.5,14.5
822,13.8,86.0,992.0,81.0,991.3,14.5
823,13.8,86.0,992.3,81.0,991.1,14.5
824,13.8,86.0,992.5,81.0,991.4,14.5
825,13.8,86.0,992.4,81.0,991.4,14.4
826,13.8,85.0,992.1,81.0,991.6,14.4
827,13.8,86.0,992.3,81.0,991.5,14.4
828,13.8,86.0,992.0,81.0,991.7,14.5
829,13.8,86.0,992.2,81.0,991.7,14.4
830,13.8,86.0,992.2,81.0,991.7,14.4
831,13.8,86.0,992.3,81.0,991.8,14.4
832,13.8,85.0,992.0,81.0,991.8,14.4
833,13.6,86.0,991.7,81.0,991.6,14.4
834,13.7,86.0,992.1,81.0,991.9,14.4
835,13.7,86.0,991.9,81.0,991.9,14.4
836,13.7,86.0,992.1,81.0,991.9,14.4
837,13.7,87.0,978.5,81.0,991.9,14.4
838,13.7,87.0,992.3,82.0,991.9,14.3
839,13.7,87.0,992.6,82.0,989.8,14.3
840,13.6,87.0,992.5,82.0,990.1,14.3
841,13.6,88.0,992.9,82.0,990.3,14.3
842,13.6,88.0,992.9,82.0,990.2,14.3
843,13.6,88.0,992.9,82.0,990.2,14.3
844,13.6,88.0,992.9,83.0,990.4,14.3
845,13.6,88.0,992.9,82.0,990.3,14.3
846,13.6,88.0,992.9,82.0,990.3,14.3
847,13.6,88.0,992.9,82.0,990.5,14.3
848,13.6,88.0,992.9,82.0,990.5,14.3
849,13.6,88.0,992.9,82.0,990.5,14.3
850,13.6,88.0,992.9,83.0,990.5,14.2
851,13.6,88.0,992.9,83.0,990.7,14.2
852,13.6,88.0,992.9,83.0,990.7,14.2
853,13.6,88.0,992.9,83.0,990.5,14.2
854,13.6,88.0,992.9,83.0,990.9,14.1
855,13.6,88.0,992.9,84.0,990.7,14.1
856,13.6,88.0,992.9,84.0,990.7,14.1
857,13.6,88.0,992.9,84.0,990.9,14.1
858,13.6,88.0,992.9,84.0,990.9,14.2
859,13.6,88.0,992.9,84.0,991.1,14.1
860,13.6,88.0,992.9,84.0,991.1,14.1
861,13.6,88.0,992.9,85.0,990.8,14.1
862,13.6,88.0,992.9,85.0,990.9,14.2
863,13.6,88.0,992.9,85.0,991.1,14.1
864,13.6,88.0,992.9,84.0,991.0,14.1
865,13.6,88.0,992.9,84.0,991.0,14.2
866,13.6,88.0,992.9,84.0,991.0,14.1
867,13.6,88.0,992.9,84.0,990.9,14.1
868,13.6,88.0,992.9,85.0,991.0,14.1
869,13.2,91.0,990.8,85.0,991.1,14.1
870,13.2,91.0,990.8,85.0,991.1,14.1
871,13.2,91.0,990.8,85.0,991.1,14.1
872,13.2,91.0,990.8,85.0,991.1,14.1
873,13.2,91.0,990.8,85.0,991.1,14.1
874,13.2,91.0,990.8,85.0,991.1,14.1
875,13.2,91.0,990.8,85.0,991.1,14.1
876,13.2,91.0,990.8,85.0,990.9,14.1
877,13.2,91.0,990.8,85.0,991.1,14.2
878,13.2,91.0,991.3,84.0,991.1,14.1
879,13.2,91.0,991.6,84.0,991.2,14.1
880,13.2,91.0,991.7,84.0,991.4,14.1
881,13.2,91.0,991.3,84.0,991.4,14.2
882,13.2,91.0,991.3,84.0,991.4,14.2
883,13.2,91.0,991.4,84.0,991.2,14.2
884,13.3,91.0,991.3,84.0,991.2,14.2
885,13.3,91.0,991.4,85.0,991.4,14.2
886,13.3,91.0,991.4,84.0,991.4,14.2
887,13.3,91.0,991.1,84.0,991.0,14.2
888,13.3,91.0,991.1,84.0,991.0,14.2
889,13.3,91.0,991.5,85.0,991.2,14.2
890,13.3,90.0,991.4,85.0,991.5,14.2
891,13.4,90.0,975.3,85.0,991.5,14.2
892,13.4,90.0,991.2,85.0,991.3,14.2
893,13.4,90.0,990.8,84.0,991.3,14.2
894,13.4,90.0,991.0,84.0,991.2,14.2
895,13.4,90.0,991.0,84.0,991.4,14.2
896,13.4,91.0,991.0,84.0,991.2,14.2
897,13.4,91.0,991.4,84.0,991.4,14.2
898,13.4,91.0,990.9,84.0,991.3,14.2
899,13.4,90.0,990.6,84.0,991.3,14.2
900,13.4,90.0,975.1,84.0,991.3,14.2
901,13.3,90.0,990.8,84.0,991.1,14.2
902,13.3,90.0,990.9,84.0,991.4,14.2
903,13.2,91.0,991.2,84.0,991.2,14.1
904,13.2,90.0,991.1,84.0,991.3,14.1
905,13.2,91.0,991.1,84.0,991.5,14.0
906,13.2,91.0,991.6,84.0,991.3,14.0
907,13.3,91.0,991.3,84.0,991.5,14.0
908,13.3,91.0,991.3,84.0,991.5,14.0
909,13.3,91.0,990.8,84.0,991.5,14.0
910,13.3,91.0,991.5,84.0,991.6,14.1
911,13.4,91.0,991.0,84.0,991.6,14.1
912,13.4,91.0,991.2,84.0,991.6,14.1
913,13.3,91.0,990.9,85.0,991.6,14.1
914,13.3,91.0,990.5,85.0,991.6,14.1
915,13.4,90.0,990.6,85.0,991.6,14.1
916,13.4,90.0,990.9,85.0,991.9,14.1
917,13.4,91.0,991.0,85.0,991.9,14.1
918,13.5,91.0,990.6,85.0,991.7,14.1
919,13.4,91.0,992.8,85.0,991.7,14.1
920,13.4,91.0,991.2,85.0,989.8,14.1
921,13.4,90.0,990.4,85.0,991.7,14.0
922,13.4,90.0,990.4,85.0,990.0,14.1
923,13.4,91.0,992.8,85.0,991.7,14.1
924,13.4,91.0,990.5,85.0,991.9,14.1
925,13.4,91.0,991.0,85.0,990.0,14.1
926,13.4,91.0,990.7,85.0,990.0,14.1
927,13.4,91.0,990.5,85.0,990.0,14.1
928,13.4,91.0,990.7,85.0,990.0,14.1
929,13.4,91.0,990.9,85.0,989.8,14.1
930,13.3,91.0,991.2,85.0,991.9,14.2
931,13.4,91.0,991.2,85.0,991.9,14.1
932,13.3,91.0,990.9,85.0,991.8,14.1
933,13.3,91.0,991.0,85.0,991.9,14.1
934,13.3,91.0,991.0,85.0,991.7,14.0
935,13.3,91.0,990.9,85.0,991.7,14.0
936,13.3,91.0,991.1,85.0,989.8,14.0
937,13.3,91.0,991.1,85.0,990.0,14.0
938,13.3,91.0,990.4,85.0,989.8,14.1
939,13.3,91.0,990.8,85.0,989.8,14.0
940,13.3,91.0,990.9,85.0,990.1,14.0
941,13.2,91.0,991.3,85.0,989.8,14.1
942,13.2,92.0,991.0,85.0,989.8,14.1
943,13.3,92.0,991.9,85.0,989.8,14.1
944,13.2,92.0,991.6,85.0,989.8,14.1
945,13.3,92.0,991.3,85.0,990.0,14.1
946,13.3,92.0,991.3,85.0,989.8,14.1
947,13.2,92.0,991.6,86.0,990.0,14.1
948,13.3,92.0,991.3,86.0,989.8,14.1
949,13.3,92.0,991.2,86.0,989.8,14.1
950,13.3,91.0,991.6,86.0,990.0,14.1
951,13.2,91.0,991.6,86.0,990.0,14.1
952,13.3,91.0,991.5,86.0,989.8,14.1
953,13.3,91.0,991.3,86.0,989.8,14.1
954,13.3,91.0,991.3,86.0,991.9,14.2
955,13.3,92.0,991.1,85.0,991.9,14.2
956,13.3,91.0,991.3,85.0,991.9,14.2
957,13.3,91.0,991.8,85.0,991.9,14.2
958,13.4,91.0,991.3,85.0,991.9,14.2
959,13.4,91.0,991.1,85.0,991.7,14.2
960,13.4,91.0,991.0,85.0,991.8,14.2
961,13.5,91.0,991.0,85.0,991.6,14.2
962,13.4,91.0,990.9,85.0,991.8,14.2
963,13.4,91.0,990.9,85.0,991.8,14.1
964,13.4,91.0,990.9,85.0,991.6,14.1
965,13.4,91.0,990.9,85.0,991.8,14.1
966,13.4,91.0,990.9,85.0,991.6,14.1
967,13.4,91.0,990.9,85.0,991.8,14.1
968,13.4,91.0,990.9,86.0,991.8,14.1
969,13.4,91.0,990.9,86.0,991.8,14.1
970,13.4,91.0,990.9,86.0,991.6,14.1
971,13.4,91.0,990.9,86.0,991.6,14.1
972,13.4,90.0,990.6,86.0,991.6,14.1
973,13.4,90.0,990.6,86.0,991.6,14.1
974,13.5,90.0,990.9,86.0,991.7,14.1
975,13.5,90.0,992.3,86.0,991.7,14.1
976,13.5,90.0,992.6,86.0,991.9,14.1
977,13.5,90.0,990.7,85.0,991.7,14.1
978,13.5,90.0,990.7,85.0,991.7,14.1
979,13.5,90.0,992.3,85.0,991.7,14.1
980,13.5,90.0,992.8,85.0,991.7,14.1
981,13.5,90.0,992.1,85.0,991.9,14.1
982,13.5,90.0,976.7,85.0,991.9,14.1
983,13.5,90.0,992.3,85.0,989.8,14.1
984,13.4,90.0,992.6,85.0,991.7,14.1
985,13.4,90.0,992.5,85.0,990.0,14.1
986,13.4,90.0,990.4,85.0,991.7,14.1
987,13.4,90.0,992.3,85.0,989.8,14.1
988,13.5,90.0,992.5,85.0,991.9,14.1
989,13.5,90.0,992.3,85.0,991.9,14.1
990,13.5,90.0,990.9,85.0,990.0,14.1
991,13.4,90.0,992.3,85.0,992.1,14.1
992,13.5,90.0,992.7,85.0,990.1,14.0
993,13.4,90.0,977.0,85.0,990.0,14.0
994,13.4,90.0,990.7,85.0,990.1,13.9
995,13.4,90.0,991.1,85.0,990.1,13.8
996,13.4,90.0,991.0,85.0,990.3,13.8
997,13.4,90.0,990.9,86.0,990.4,13.8
998,13.4,90.0,991.0,86.0,990.2,13.8
999,13.3,90.0,991.4,86.0,990.5,13.9
1000,13.3,90.0,991.1,86.0,990.7,13.9
1001,13.3,90.0,991.4,86.0,990.5,13.9
1002,13.2,90.0,975.7,86.0,990.6,13.9
1003,13.2,91.0,991.6,85.0,990.7,13.9
1004,13.2,91.0,991.5,85.0,990.8,13.9
1005,13.2,90.0,976.1,85.0,990.8,13.9
1006,13.2,91.0,991.6,85.0,990.8,13.9
1007,13.2,91.0,992.1,85.0,990.8,14.0
1008,13.3,91.0,991.5,85.0,991.0,13.9
1009,13.3,91.0,992.0,85.0,991.0,13.9
1010,13.3,90.0,992.3,85.0,991.1,13.9
1011,13.3,90.0,992.1,86.0,991.0,14.0
1012,13.3,90.0,992.0,86.0,991.0,14.0
1013,13.3,90.0,992.3,86.0,991.3,14.0
1014,13.3,90.0,992.3,86.0,991.2,14.0
1015,13.3,90.0,992.1,86.0,991.2,14.0
1016,13.3,90.0,992.3,86.0,991.0,14.0
1017,13.3,90.0,976.6,86.0,991.1,14.0
1018,13.3,90.0,991.6,86.0,991.3,14.0
1019,13.4,90.0,992.3,86.0,991.5,13.9
1020,13.3,90.0,992.5,86.0,991.3,13.9
1021,13.3,90.0,992.4,86.0,991.3,13.9
1022,13.3,90.0,992.1,86.0,991.6,13.9
1023,13.3,90.0,992.3,86.0,991.6,13.9
1024,13.4,90.0,991.9,86.0,991.3,13.9
1025,13.4,90.0,992.1,86.0,991.6,13.9
1026,13.4,90.0,991.8,86.0,991.6,13.9
1027,13.4,90.0,992.0,86.0,991.6,13.9
1028,13.4,90.0,992.3,86.0,991.6,13.9
1029,13.3,90.0,992.0,86.0,992.0,13.9
1030,13.3,90.0,992.2,86.0,991.6,13.9
1031,13.3,90.0,992.4,86.0,991.8,13.9
1032,13.3,90.0,992.5,86.0,991.6,13.9
1033,13.3,90.0,991.8,86.0,991.8,13.9
1034,13.3,90.0,992.2,86.0,991.9,13.9
1035,13.3,90.0,992.5,86.0,991.9,13.9
1036,13.3,90.0,992.3,86.0,991.9,13.9
1037,13.3,90.0,992.5,86.0,991.9,13.9
1038,13.4,90.0,992.7,86.0,991.7,13.9
1039,13.4,90.0,992.6,86.0,991.9,13.9
1040,13.4,90.0,992.0,86.0,991.9,13.9
1041,13.4,90.0,992.2,86.0,991.9,13.9
1042,13.4,90.0,992.1,86.0,991.9,13.9
1043,13.3,90.0,992.7,86.0,992.0,13.9
1044,13.3,90.0,992.6,86.0,992.2,13.9
1045,13.3,90.0,992.4,86.0,992.2,13.9
1046,13.3,90.0,992.6,86.0,992.2,13.9
1047,13.3,90.0,992.9,86.0,992.2,13.9
1048,13.3,90.0,992.7,86.0,992.3,13.9
1049,13.3,90.0,993.2,86.0,992.3,13.9
1050,13.3,90.0,992.7,86.0,992.1,14.0
1051,13.4,90.0,992.5,86.0,992.3,13.9
1052,13.4,90.0,993.1,86.0,992.3,13.9
1053,13.4,90.0,992.8,86.0,992.2,13.9
1054,13.4,90.0,992.8,86.0,992.3,13.8
1055,13.3,90.0,993.0,86.0,992.5,13.8
1056,13.3,90.0,992.9,86.0,992.3,13.8
1057,13.3,90.0,993.2,86.0,992.6,13.8
1058,13.3,90.0,993.0,86.0,992.6,13.8
1059,13.3,90.0,992.8,86.0,992.9,13.8
1060,13.3,90.0,992.8,86.0,992.7,13.9
1061,13.3,90.0,992.8,86.0,992.7,13.9
1062,13.3,90.0,992.8,86.0,992.9,13.9
1063,13.3,90.0,992.8,86.0,992.7,13.9
1064,13.3,90.0,992.8,86.0,992.7,13.8
1065,13.3,90.0,992.8,86.0,992.9,13.9
1066,13.3,90.0,992.9,86.0,992.9,13.9
1067,13.4,89.0,993.0,86.0,992.9,13.9
1068,13.4,89.0,993.2,86.0,992.9,13.9
